"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0C680","2020-04-10 11:00:00","228.000","108.000","4.100","23.400","0.590","991.700","","0.000","9.600","139.000","","24.500","","17.400",""
"C0X140","2020-04-10 11:00:00","17.000","277.000","2.400","27.900","0.550","1016.700","","0.000","-99.000","-99.000","-99.000","28.000","","18.500",""
"C0V710","2020-04-10 11:00:00","34.000","285.000","2.200","26.100","0.670","1014.700","","0.000","-99.000","-99.000","-99.000","26.500","","22.500",""
"C0G840","2020-04-10 11:00:00","32.000","43.000","0.500","27.400","0.600","1014.600","","0.000","-99.000","-99.000","-99.000","27.400","","16.800",""
"C0S890","2020-04-10 11:00:00","238.000","359.000","1.600","24.200","0.630","996.500","","0.000","-99.000","-99.000","-99.000","24.400","","15.100",""
"C0T820","2020-04-10 11:00:00","550.000","115.000","1.700","21.300","0.580","961.400","","0.000","-99.000","-99.000","-99.000","23.100","","13.800",""
"C0F9I0","2020-04-10 11:00:00","194.000","324.000","2.300","25.200","0.600","996.300","","0.000","-99.000","-99.000","-99.000","25.200","","16.800",""
"C0C650","2020-04-10 11:00:00","208.000","38.000","2.100","23.900","0.570","995.000","","0.000","-99.000","-99.000","-99.000","23.900","","16.700",""
"C0R600","2020-04-10 11:00:00","766.000","255.000","2.000","21.800","0.780","932.900","","0.000","-99.000","-99.000","-99.000","21.800","","18.000",""
"C0Z320","2020-04-10 11:00:00","646.000","56.000","2.200","23.100","0.650","948.500","","0.000","-99.000","-99.000","-99.000","23.100","","11.800",""
"C0V210","2020-04-10 11:00:00","734.000","216.000","3.100","25.300","0.440","937.000","","0.000","-99.000","-99.000","-99.000","25.300","","12.900",""
"C0K240","2020-04-10 11:00:00","1132.000","324.000","1.600","23.100","0.720","897.100","","0.000","-99.000","-99.000","-99.000","23.100","","14.300",""
"C0M520","2020-04-10 11:00:00","15.000","221.000","2.300","26.400","0.470","1016.500","","0.000","-99.000","-99.000","-99.000","26.400","","16.700",""
"C0A530","2020-04-10 11:00:00","300.000","76.000","2.800","23.600","0.770","986.500","","0.000","-99.000","-99.000","-99.000","23.900","","13.400",""
"C0E820","2020-04-10 11:00:00","220.000","36.000","2.600","24.700","0.550","993.700","","0.500","-99.000","-99.000","-99.000","24.800","","14.200",""
"C0K450","2020-04-10 11:00:00","35.000","228.000","1.200","26.300","0.580","1014.000","","0.000","-99.000","-99.000","-99.000","26.300","","17.700",""
"C0G760","2020-04-10 11:00:00","53.000","277.000","1.300","27.100","0.580","1014.900","","0.000","-99.000","-99.000","-99.000","27.100","","17.100",""
"CM0120","2020-04-10 11:00:00","4.000","18.000","1.000","24.900","0.570","1018.600","","0.000","-99.000","-99.000","-99.000","24.900","","18.500",""
"C0Z290","2020-04-10 11:00:00","946.000","0.000","0.000","17.200","0.840","916.000","","0.000","-99.000","-99.000","-99.000","17.300","","13.200",""
"C0V680","2020-04-10 11:00:00","40.000","265.000","2.200","26.200","0.690","1014.100","","0.000","-99.000","-99.000","-99.000","27.000","","20.600",""
"C0R760","2020-04-10 11:00:00","336.000","18.000","6.800","20.800","0.860","981.400","","0.000","-99.000","-99.000","-99.000","21.400","","18.900",""
"C0F9U0","2020-04-10 11:00:00","74.000","236.000","2.200","26.800","0.540","1010.500","","0.000","-99.000","-99.000","-99.000","27.200","","19.600",""
"C0AI10","2020-04-10 11:00:00","76.000","112.000","2.200","25.200","0.500","1011.000","","0.000","8.800","113.000","","25.200","","17.200",""
"C0V530","2020-04-10 11:00:00","34.000","320.000","1.700","26.600","0.590","1014.600","","0.000","-99.000","-99.000","-99.000","26.800","","18.100",""
"C0R790","2020-04-10 11:00:00","111.000","26.000","11.400","23.500","0.790","1007.300","","0.000","-99.000","-99.000","-99.000","23.500","","21.300",""
"C0R550","2020-04-10 11:00:00","38.000","257.000","2.400","27.400","0.590","1015.000","","0.000","-99.000","-99.000","-99.000","28.100","","19.500",""
"C0F9L0","2020-04-10 11:00:00","253.000","329.000","2.300","25.700","0.610","989.700","","0.000","-99.000","-99.000","-99.000","25.700","","16.800",""
"C0A950","2020-04-10 11:00:00","60.000","159.000","4.900","22.100","0.700","1014.800","","0.000","-99.000","-99.000","-99.000","22.100","","18.300",""
"C0R160","2020-04-10 11:00:00","45.000","265.000","1.700","27.400","0.650","1012.900","","0.000","-99.000","-99.000","-99.000","27.500","","19.600",""
"C0F9S0","2020-04-10 11:00:00","43.000","289.000","2.200","26.600","0.530","1014.100","","0.000","-99.000","-99.000","-99.000","26.600","","19.200",""
"C0M820","2020-04-10 11:00:00","980.000","239.000","1.700","21.600","0.530","910.400","","0.000","-99.000","-99.000","-99.000","21.600","","13.500",""
"C0G870","2020-04-10 11:00:00","12.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R530","2020-04-10 11:00:00","16.000","253.000","3.900","24.900","0.700","1016.700","","0.000","-99.000","-99.000","-99.000","25.300","","20.700",""
"C0O840","2020-04-10 11:00:00","134.000","257.000","1.400","25.900","0.650","1001.700","","0.000","-99.000","-99.000","-99.000","26.100","","17.400",""
"C0A890","2020-04-10 11:00:00","40.000","0.000","0.100","22.300","0.710","1016.100","","0.000","-99.000","-99.000","-99.000","22.700","","12.100",""
"C0A660","2020-04-10 11:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-04-10 11:00:00","725.000","82.000","2.900","20.900","0.890","940.700","","0.000","-99.000","-99.000","-99.000","21.700","","14.000",""
"C0R270","2020-04-10 11:00:00","51.000","321.000","2.600","27.300","0.700","1011.900","","0.000","-99.000","-99.000","-99.000","27.300","","21.200",""
"C0O980","2020-04-10 11:00:00","18.000","204.000","1.200","27.700","0.590","1017.900","","0.000","-99.000","-99.000","-99.000","28.300","","17.600",""
"C0T9I0","2020-04-10 11:00:00","152.000","40.000","2.800","24.400","0.610","1005.200","","0.000","-99.000","-99.000","-99.000","24.900","","17.000",""
"C0V760","2020-04-10 11:00:00","30.000","275.000","2.000","26.700","0.660","1016.000","","0.000","-99.000","-99.000","-99.000","27.800","","20.200",""
"C0AG90","2020-04-10 11:00:00","25.000","106.000","2.000","26.300","0.510","1017.800","","0.000","7.100","112.000","","26.300","","19.300",""
"C0R570","2020-04-10 11:00:00","37.000","60.000","1.000","27.300","0.580","1013.300","","0.000","-99.000","-99.000","-99.000","27.500","","21.100",""
"C0O900","2020-04-10 11:00:00","9.000","271.000","1.800","26.600","0.750","1018.000","","0.000","-99.000","-99.000","-99.000","27.000","","18.100",""
"C0AD00","2020-04-10 11:00:00","86.000","108.000","2.800","24.100","0.600","1010.400","","0.000","12.000","77.000","","24.100","","20.000",""
"C0V700","2020-04-10 11:00:00","24.000","260.000","2.700","26.100","0.690","1015.400","","0.000","-99.000","-99.000","-99.000","26.100","","22.500",""
"C0AH00","2020-04-10 11:00:00","38.000","78.000","2.400","23.700","0.590","1016.200","","0.000","9.300","107.000","","23.800","","15.900",""
"C0X080","2020-04-10 11:00:00","2.000","274.000","2.400","29.100","0.590","1018.500","","0.000","-99.000","-99.000","-99.000","29.100","","16.000",""
"C0G910","2020-04-10 11:00:00","42.000","272.000","2.300","25.700","0.580","1012.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.500",""
"C0I480","2020-04-10 11:00:00","2165.000","237.000","0.700","14.200","0.520","792.500","","0.000","-99.000","-99.000","-99.000","14.200","","4.200",""
"C0R710","2020-04-10 11:00:00","117.000","64.000","7.400","24.800","0.680","1006.600","","0.000","-99.000","-99.000","-99.000","24.800","","21.600",""
"C0A860","2020-04-10 11:00:00","362.000","59.000","2.900","21.800","0.700","979.400","","0.000","-99.000","-99.000","-99.000","22.500","","14.200",""
"C0U940","2020-04-10 11:00:00","25.000","117.000","2.000","24.700","0.540","1019.800","","0.000","-99.000","-99.000","-99.000","26.500","","16.600",""
"C0S970","2020-04-10 11:00:00","19.000","77.000","6.500","24.900","0.680","1018.300","","0.000","-99.000","-99.000","-99.000","25.100","","19.300",""
"C0V260","2020-04-10 11:00:00","126.000","170.000","1.400","28.800","0.520","1004.100","","0.000","-99.000","-99.000","-99.000","29.300","","18.600",""
"C0H990","2020-04-10 11:00:00","3076.000","202.000","4.000","7.900","0.560","708.400","","0.000","-99.000","-99.000","-99.000","7.900","","1.600",""
"C0F9K0","2020-04-10 11:00:00","30.000","5.000","2.500","24.100","0.630","1014.600","","0.000","-99.000","-99.000","-99.000","24.100","","16.900",""
"C0AH90","2020-04-10 11:00:00","660.000","81.000","1.000","18.900","0.760","949.000","","0.000","-99.000","-99.000","-99.000","19.100","","12.700",""
"C0W150","2020-04-10 11:00:00","42.000","43.000","4.400","22.600","0.530","1016.900","","0.000","-99.000","-99.000","-99.000","22.600","","16.900",""
"C0F000","2020-04-10 11:00:00","273.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M860","2020-04-10 11:00:00","578.000","234.000","1.100","24.100","0.540","953.400","","-99.000","-99.000","-99.000","-99.000","24.100","","16.700",""
"C0K410","2020-04-10 11:00:00","20.000","227.000","1.900","25.400","0.610","1015.600","","0.000","-99.000","-99.000","-99.000","26.900","","18.000",""
"C0R140","2020-04-10 11:00:00","740.000","321.000","2.900","21.000","0.740","938.100","","0.000","-99.000","-99.000","-99.000","22.100","","16.000",""
"C0V800","2020-04-10 11:00:00","256.000","287.000","1.500","27.100","0.560","987.800","","0.000","-99.000","-99.000","-99.000","27.100","","18.800",""
"C0S830","2020-04-10 11:00:00","288.000","73.000","3.500","24.100","0.700","989.700","","0.000","9.400","39.000","","25.900","","19.300",""
"C0S920","2020-04-10 11:00:00","98.000","132.000","3.200","24.000","0.670","1004.900","","0.000","8.800","138.000","","25.400","","16.700",""
"C0V640","2020-04-10 11:00:00","35.000","290.000","3.200","25.000","0.730","1014.900","","0.000","-99.000","-99.000","-99.000","25.000","","19.200",""
"C0AH80","2020-04-10 11:00:00","68.000","51.000","5.000","23.500","0.680","1011.800","","0.000","10.400","55.000","","24.500","","15.100",""
"C0K250","2020-04-10 11:00:00","12.000","274.000","1.200","26.400","0.620","1017.600","","0.000","-99.000","-99.000","-99.000","27.000","","15.400",""
"C0R840","2020-04-10 11:00:00","536.000","52.000","6.100","19.900","-99.000","959.300","","0.000","-99.000","-99.000","-99.000","21.000","","16.600",""
"C0I410","2020-04-10 11:00:00","180.000","241.000","0.900","27.400","0.530","997.500","","0.000","-99.000","-99.000","-99.000","27.500","","18.400",""
"C0M410","2020-04-10 11:00:00","245.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0F9Z0","2020-04-10 11:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G810","2020-04-10 11:00:00","26.000","25.000","1.000","27.400","0.580","1015.800","","0.000","-99.000","-99.000","-99.000","27.400","","18.400",""
"C0U650","2020-04-10 11:00:00","442.000","333.000","0.500","21.000","0.700","971.500","","0.000","-99.000","-99.000","-99.000","21.000","","15.500",""
"C0D660","2020-04-10 11:00:00","65.000","54.000","1.300","25.800","0.510","1011.400","","0.000","-99.000","-99.000","-99.000","25.800","","17.700",""
"C0E540","2020-04-10 11:00:00","32.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0W170","2020-04-10 11:00:00","42.000","19.000","5.800","16.900","0.800","1016.800","","0.000","-99.000","-99.000","-99.000","16.900","","14.500",""
"C0Z150","2020-04-10 11:00:00","27.000","71.000","4.500","24.200","0.640","1018.900","","0.000","-99.000","-99.000","-99.000","24.300","","17.200",""
"C0S840","2020-04-10 11:00:00","22.000","60.000","5.700","24.700","0.720","1019.900","","0.000","-99.000","-99.000","-99.000","24.900","","17.800",""
"C0H9A0","2020-04-10 11:00:00","1595.000","98.000","1.600","20.100","0.570","850.300","","0.000","-99.000","-99.000","-99.000","20.100","","9.500",""
"C0Z300","2020-04-10 11:00:00","182.000","100.000","0.900","23.400","0.700","1001.500","","0.000","-99.000","-99.000","-99.000","23.500","","16.100",""
"C0G730","2020-04-10 11:00:00","27.000","291.000","1.100","25.500","0.600","1016.600","","0.000","-99.000","-99.000","-99.000","25.500","","17.000",""
"C0V730","2020-04-10 11:00:00","33.000","265.000","1.800","27.000","0.630","1015.600","","0.000","-99.000","-99.000","-99.000","27.200","","21.600",""
"C0SA00","2020-04-10 11:00:00","466.000","105.000","3.100","21.800","0.800","967.500","","0.000","9.300","108.000","","23.800","","15.100",""
"C0S900","2020-04-10 11:00:00","27.000","102.000","2.700","25.700","0.640","1017.900","","0.000","9.700","78.000","","26.100","","22.900",""
"C0C480","2020-04-10 11:00:00","105.000","116.000","1.300","25.800","0.490","1007.100","","0.000","6.900","131.000","","26.000","","18.200",""
"C0V720","2020-04-10 11:00:00","15.000","260.000","1.600","26.400","0.690","1017.400","","0.000","-99.000","-99.000","-99.000","26.500","","21.900",""
"C0UA60","2020-04-10 11:00:00","566.000","57.000","1.800","19.700","0.750","957.100","","0.000","-99.000","-99.000","-99.000","21.800","","13.900",""
"C0A980","2020-04-10 11:00:00","11.000","84.000","4.900","25.000","0.550","1019.500","","0.000","-99.000","-99.000","-99.000","25.700","","18.000",""
"C0K550","2020-04-10 11:00:00","15.000","235.000","0.900","26.500","0.560","1017.500","","0.000","-99.000","-99.000","-99.000","27.700","","17.100",""
"C0R350","2020-04-10 11:00:00","35.000","68.000","5.300","26.700","0.620","1015.400","","0.000","12.400","62.000","","26.700","","22.600",""
"C0T9F0","2020-04-10 11:00:00","251.000","72.000","0.700","21.600","0.700","992.700","","0.000","-99.000","-99.000","-99.000","24.000","","17.200",""
"C0D390","2020-04-10 11:00:00","146.000","292.000","0.500","26.600","0.520","1000.500","","0.000","-99.000","-99.000","-99.000","26.700","","15.000",""
"C0E430","2020-04-10 11:00:00","258.000","355.000","1.100","24.900","0.550","992.900","","0.000","-99.000","-99.000","-99.000","25.100","","15.200",""
"C0O990","2020-04-10 11:00:00","18.000","242.000","1.900","27.900","0.630","1016.400","","0.000","-99.000","-99.000","-99.000","27.900","","17.400",""
"CM0010","2020-04-10 11:00:00","68.000","17.000","3.200","23.300","0.580","1013.200","","0.000","8.400","22.000","","24.500","","15.700",""
"C0K500","2020-04-10 11:00:00","12.000","287.000","0.900","26.000","0.630","1016.400","","0.000","-99.000","-99.000","-99.000","26.000","","17.500",""
"C0X260","2020-04-10 11:00:00","39.000","234.000","1.000","27.100","0.620","1014.700","","0.000","-99.000","-99.000","-99.000","27.400","","18.100",""
"C0ACA0","2020-04-10 11:00:00","25.000","65.000","3.000","24.800","0.540","1016.000","","0.000","9.900","48.000","","25.100","","19.000",""
"C0X180","2020-04-10 11:00:00","62.000","202.000","1.500","27.400","0.580","1010.500","","0.000","-99.000","-99.000","-99.000","27.400","","18.500",""
"C0F930","2020-04-10 11:00:00","100.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I010","2020-04-10 11:00:00","1562.000","297.000","1.000","19.700","0.500","852.500","","0.000","-99.000","-99.000","-99.000","19.700","","10.200",""
"C0R190","2020-04-10 11:00:00","32.000","249.000","0.600","27.400","0.580","1014.300","","0.000","-99.000","-99.000","-99.000","27.500","","19.400",""
"C0E420","2020-04-10 11:00:00","19.000","352.000","3.400","25.100","0.630","1014.900","","0.000","-99.000","-99.000","-99.000","25.700","","14.600",""
"C0I460","2020-04-10 11:00:00","110.000","42.000","2.200","26.700","0.570","1006.300","","0.000","-99.000","-99.000","-99.000","26.700","","18.800",""
"C0A9F0","2020-04-10 11:00:00","35.000","97.000","3.100","25.200","0.560","1017.000","","0.000","8.800","89.000","","25.200","","17.900",""
"C0F9A0","2020-04-10 11:00:00","425.000","345.000","1.400","25.800","0.580","971.000","","0.000","-99.000","-99.000","-99.000","25.800","","18.700",""
"C0O950","2020-04-10 11:00:00","4.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M760","2020-04-10 11:00:00","40.000","258.000","1.300","26.900","0.630","1014.300","","0.000","-99.000","-99.000","-99.000","26.900","","18.300",""
"C0AH70","2020-04-10 11:00:00","34.000","83.000","3.500","24.900","0.500","1016.700","","0.000","9.000","87.000","","25.100","","18.300",""
"C0V250","2020-04-10 11:00:00","298.000","194.000","1.500","28.500","0.440","984.200","","0.000","-99.000","-99.000","-99.000","29.200","","17.500",""
"C0U980","2020-04-10 11:00:00","573.000","120.000","2.200","18.400","0.870","957.300","","0.000","-99.000","-99.000","-99.000","21.000","","14.100",""
"C0S740","2020-04-10 11:00:00","289.000","34.000","2.400","24.300","0.620","988.700","","0.000","-99.000","-99.000","-99.000","24.300","","14.800",""
"C0A940","2020-04-10 11:00:00","49.000","185.000","0.500","23.800","0.710","1015.900","","0.000","-99.000","-99.000","-99.000","24.200","","15.000",""
"C0A920","2020-04-10 11:00:00","196.000","112.000","4.300","23.100","0.640","997.800","","0.000","12.100","120.000","","23.300","","17.600",""
"C0T870","2020-04-10 11:00:00","135.000","229.000","0.600","22.100","0.680","1005.700","","0.000","-99.000","-99.000","-99.000","23.500","","15.200",""
"C0O930","2020-04-10 11:00:00","69.000","247.000","0.900","29.000","0.570","1010.300","","0.000","-99.000","-99.000","-99.000","29.500","","17.300",""
"C0AI40","2020-04-10 11:00:00","37.000","72.000","4.000","25.100","0.540","1016.300","","0.000","9.900","47.000","","25.100","","20.800",""
"C0C460","2020-04-10 11:00:00","482.000","0.000","0.000","24.200","0.520","965.100","","0.000","-99.000","-99.000","-99.000","24.200","","17.000",""
"C0T9D0","2020-04-10 11:00:00","7.000","29.000","0.700","24.800","0.620","1022.000","","0.000","-99.000","-99.000","-99.000","26.800","","16.700",""
"C0I390","2020-04-10 11:00:00","1184.000","259.000","2.000","20.200","0.580","890.400","","0.000","-99.000","-99.000","-99.000","20.200","","11.200",""
"C0B020","2020-04-10 11:00:00","86.000","95.000","4.000","23.200","0.630","1009.800","","-99.000","-99.000","-99.000","-99.000","24.500","","18.300",""
"CM0170","2020-04-10 11:00:00","106.000","260.000","2.600","25.200","0.630","1007.500","","0.000","-99.000","-99.000","-99.000","25.500","","17.300",""
"C0F860","2020-04-10 11:00:00","2215.000","218.000","2.600","14.500","0.460","784.600","","0.000","-99.000","-99.000","-99.000","14.500","","4.600",""
"C0U890","2020-04-10 11:00:00","116.000","59.000","2.200","23.000","0.690","1009.200","","0.000","-99.000","-99.000","-99.000","23.400","","16.600",""
"C0G800","2020-04-10 11:00:00","15.000","350.000","2.100","26.100","0.620","1017.100","","0.000","-99.000","-99.000","-99.000","26.100","","17.400",""
"C0F850","2020-04-10 11:00:00","379.000","303.000","2.400","24.800","0.550","975.100","","0.000","-99.000","-99.000","-99.000","25.700","","15.700",""
"C0AH50","2020-04-10 11:00:00","275.000","87.000","4.700","23.200","0.650","987.900","","0.000","12.100","95.000","","23.200","","17.000",""
"C0Z160","2020-04-10 11:00:00","124.000","78.000","2.300","23.800","0.560","1010.200","","0.000","-99.000","-99.000","-99.000","24.500","","16.100",""
"C0R540","2020-04-10 11:00:00","17.000","249.000","3.300","26.600","0.680","1016.500","","0.000","-99.000","-99.000","-99.000","26.600","","21.000",""
"C0K480","2020-04-10 11:00:00","56.000","303.000","1.500","25.500","0.670","1012.000","","0.000","-99.000","-99.000","-99.000","25.600","","17.600",""
"C0H890","2020-04-10 11:00:00","440.000","325.000","0.600","25.000","0.490","967.700","","0.000","-99.000","-99.000","-99.000","25.000","","15.700",""
"C0S770","2020-04-10 11:00:00","375.000","150.000","2.400","23.000","0.760","977.600","","0.000","-99.000","-99.000","-99.000","23.100","","16.200",""
"C0X230","2020-04-10 11:00:00","29.000","196.000","1.700","26.600","0.580","1016.700","","0.000","-99.000","-99.000","-99.000","26.600","","17.400",""
"C0B010","2020-04-10 11:00:00","38.000","86.000","2.500","23.400","0.620","1014.400","","0.000","9.300","113.000","","23.500","","14.700",""
"C0R490","2020-04-10 11:00:00","49.000","233.000","2.300","27.700","0.530","1012.600","","0.000","-99.000","-99.000","-99.000","27.700","","20.900",""
"C0SA40","2020-04-10 11:00:00","200.000","6.000","1.300","25.000","0.520","998.100","","0.000","-99.000","-99.000","-99.000","25.900","","14.200",""
"C0Z280","2020-04-10 11:00:00","224.000","93.000","2.800","23.800","0.630","996.700","","0.000","-99.000","-99.000","-99.000","24.600","","15.500",""
"C0Z070","2020-04-10 11:00:00","247.000","55.000","0.500","25.900","0.640","992.200","","0.000","-99.000","-99.000","-99.000","25.900","","15.500",""
"CM0180","2020-04-10 11:00:00","313.000","139.000","0.400","26.600","0.570","984.000","","0.000","-99.000","-99.000","-99.000","27.500","","17.400",""
"C0T9N0","2020-04-10 11:00:00","261.000","345.000","2.300","23.900","0.600","991.200","","0.000","-99.000","-99.000","-99.000","23.900","","15.100",""
"C0R800","2020-04-10 11:00:00","131.000","77.000","3.700","24.400","0.640","1004.200","","0.000","11.400","37.000","","24.400","","21.600",""
"C0K470","2020-04-10 11:00:00","97.000","235.000","1.200","26.700","0.610","1007.300","","0.000","-99.000","-99.000","-99.000","26.700","","17.300",""
"C0R720","2020-04-10 11:00:00","214.000","49.000","4.500","22.200","0.810","996.100","","0.000","10.400","31.000","","22.800","","20.300",""
"C0V650","2020-04-10 11:00:00","28.000","287.000","2.800","24.600","0.730","1017.900","","0.000","-99.000","-99.000","-99.000","24.700","","19.600",""
"C0R830","2020-04-10 11:00:00","383.000","44.000","4.900","21.900","0.790","976.000","","0.000","11.000","68.000","","21.900","","18.600",""
"C0H9C0","2020-04-10 11:00:00","3402.000","190.000","0.800","5.000","0.600","679.800","","0.000","-99.000","-99.000","-99.000","5.600","","0.700",""
"C0U780","2020-04-10 11:00:00","15.000","99.000","2.200","23.700","0.600","1020.400","","0.000","-99.000","-99.000","-99.000","24.700","","17.400",""
"C0U760","2020-04-10 11:00:00","22.000","126.000","0.500","26.000","0.540","1020.700","","0.000","-99.000","-99.000","-99.000","26.000","","15.700",""
"C0X290","2020-04-10 11:00:00","10.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0E830","2020-04-10 11:00:00","37.000","359.000","3.600","23.500","0.610","1014.700","","0.000","-99.000","-99.000","-99.000","23.900","","16.400",""
"C0K330","2020-04-10 11:00:00","38.000","210.000","0.700","27.100","0.560","1014.000","","0.000","-99.000","-99.000","-99.000","27.100","","17.800",""
"C0M660","2020-04-10 11:00:00","40.000","186.000","1.100","26.100","0.660","1014.700","","0.000","-99.000","-99.000","-99.000","26.100","","17.600",""
"C0D580","2020-04-10 11:00:00","120.000","0.000","0.000","26.400","0.550","1005.100","","0.000","-99.000","-99.000","-99.000","26.400","","13.300",""
"C0R640","2020-04-10 11:00:00","21.000","262.000","3.900","25.300","0.800","1016.600","","0.000","-99.000","-99.000","-99.000","25.300","","21.600",""
"C0E810","2020-04-10 11:00:00","53.000","351.000","3.100","26.000","0.660","1013.700","","0.000","-99.000","-99.000","-99.000","26.100","","13.500",""
"C0G830","2020-04-10 11:00:00","27.000","226.000","0.600","26.100","0.720","1014.600","","0.000","-99.000","-99.000","-99.000","26.100","","17.400",""
"C0A550","2020-04-10 11:00:00","422.000","120.000","0.800","20.900","0.780","973.700","","0.000","-99.000","-99.000","-99.000","20.900","","10.600",""
"C0G750","2020-04-10 11:00:00","31.000","0.000","0.000","26.700","0.590","1016.300","","-99.000","-99.000","-99.000","-99.000","26.700","","17.000",""
"C0Z270","2020-04-10 11:00:00","343.000","68.000","3.700","21.200","0.770","982.600","","0.000","-99.000","-99.000","-99.000","22.500","","16.800",""
"C0UA30","2020-04-10 11:00:00","1397.000","0.000","0.100","12.800","1.000","866.900","","0.000","-99.000","-99.000","-99.000","14.600","","8.100",""
"C0I080","2020-04-10 11:00:00","536.000","14.000","0.600","26.900","0.510","960.300","","0.000","-99.000","-99.000","-99.000","26.900","","15.700",""
"C0UA00","2020-04-10 11:00:00","392.000","94.000","0.500","25.500","0.550","977.800","","0.000","-99.000","-99.000","-99.000","25.500","","12.100",""
"C0AD40","2020-04-10 11:00:00","32.000","94.000","3.500","25.900","0.490","1015.800","","0.000","8.800","92.000","","26.000","","18.200",""
"C0G900","2020-04-10 11:00:00","20.000","14.000","5.200","23.400","0.740","1016.200","","0.000","-99.000","-99.000","-99.000","23.400","","19.400",""
"C0S660","2020-04-10 11:00:00","794.000","77.000","2.100","20.200","0.650","933.000","","0.000","-99.000","-99.000","-99.000","21.200","","12.600",""
"C0M640","2020-04-10 11:00:00","155.000","283.000","1.700","25.200","0.650","1000.700","","0.000","-99.000","-99.000","-99.000","25.400","","18.200",""
"C0R660","2020-04-10 11:00:00","20.000","307.000","3.600","24.900","0.750","1017.200","","0.000","-99.000","-99.000","-99.000","25.400","","20.500",""
"C0UA10","2020-04-10 11:00:00","1711.000","0.000","0.100","10.600","1.000","837.500","","0.000","-99.000","-99.000","-99.000","11.200","","6.400",""
"C0V770","2020-04-10 11:00:00","26.000","298.000","1.800","26.500","0.620","1015.800","","0.000","-99.000","-99.000","-99.000","26.600","","20.200",""
"C0E730","2020-04-10 11:00:00","26.000","62.000","0.500","26.400","0.490","1014.500","","0.000","-99.000","-99.000","-99.000","26.700","","15.600",""
"C0V810","2020-04-10 11:00:00","32.000","283.000","2.800","24.000","0.790","1014.400","","0.000","-99.000","-99.000","-99.000","24.200","","20.600",""
"C0A9C0","2020-04-10 11:00:00","35.000","98.000","3.700","24.400","0.610","1017.000","","0.000","9.200","75.000","","24.700","","20.300",""
"C0X310","2020-04-10 11:00:00","9.000","297.000","2.400","23.100","0.770","1018.800","","0.000","-99.000","-99.000","-99.000","23.300","","18.700",""
"C0K280","2020-04-10 11:00:00","23.000","163.000","1.300","27.200","0.560","1018.400","","0.000","-99.000","-99.000","-99.000","27.800","","16.200",""
"C0M650","2020-04-10 11:00:00","20.000","283.000","1.300","25.600","0.610","1016.900","","0.000","-99.000","-99.000","-99.000","26.100","","17.300",""
"C0S910","2020-04-10 11:00:00","212.000","105.000","1.000","24.000","0.990","997.200","","0.000","9.700","228.000","","24.100","","21.500",""
"C0D570","2020-04-10 11:00:00","15.000","2.000","1.900","26.300","0.650","1017.400","","0.000","-99.000","-99.000","-99.000","27.800","","14.200",""
"C0M710","2020-04-10 11:00:00","15.000","304.000","2.700","23.400","0.700","1017.500","","0.000","-99.000","-99.000","-99.000","24.600","","18.100",""
"C0V490","2020-04-10 11:00:00","20.000","277.000","1.900","25.400","0.690","1017.000","","0.000","-99.000","-99.000","-99.000","26.300","","22.200",""
"C0E870","2020-04-10 11:00:00","34.000","356.000","2.100","25.200","0.580","1016.900","","0.000","-99.000","-99.000","-99.000","25.700","","14.600",""
"C0M800","2020-04-10 11:00:00","440.000","257.000","1.400","25.400","0.540","969.000","","0.000","-99.000","-99.000","-99.000","25.400","","16.400",""
"C0A570","2020-04-10 11:00:00","360.000","80.000","4.500","21.500","0.660","979.800","","0.000","-99.000","-99.000","-99.000","22.200","","14.400",""
"C0S790","2020-04-10 11:00:00","236.000","70.000","1.500","23.400","0.740","995.400","","0.000","7.600","99.000","","26.900","","17.700",""
"C0D590","2020-04-10 11:00:00","143.000","46.000","2.900","25.000","0.620","1003.700","","0.000","-99.000","-99.000","-99.000","25.900","","16.400",""
