"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U650","2020-04-10 05:00:00","442.000","0.000","0.200","15.800","0.800","970.000","","0.000","-99.000","-99.000","-99.000","16.100","","15.500",""
"C0G810","2020-04-10 05:00:00","26.000","0.000","0.100","18.600","0.860","1014.300","","0.000","-99.000","-99.000","-99.000","19.700","","18.600",""
"C0F9Z0","2020-04-10 05:00:00","3193.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M410","2020-04-10 05:00:00","245.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0I410","2020-04-10 05:00:00","180.000","32.000","0.600","18.600","0.880","996.600","","0.000","-99.000","-99.000","-99.000","20.000","","18.600",""
"C0R840","2020-04-10 05:00:00","536.000","43.000","7.000","16.900","-99.000","957.500","","0.000","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0K250","2020-04-10 05:00:00","12.000","51.000","1.100","16.500","0.940","1016.400","","0.000","-99.000","-99.000","-99.000","17.300","","15.400",""
"C0AH80","2020-04-10 05:00:00","68.000","0.000","0.100","15.200","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","15.800","","15.200",""
"C0V640","2020-04-10 05:00:00","35.000","0.000","0.000","21.000","0.920","1013.500","","0.000","-99.000","-99.000","-99.000","21.200","","19.800",""
"C0S920","2020-04-10 05:00:00","98.000","0.000","0.100","17.200","0.850","1003.400","","0.000","-99.000","-99.000","-99.000","19.100","","17.000",""
"C0S830","2020-04-10 05:00:00","288.000","249.000","1.700","19.700","0.660","988.000","","0.000","-99.000","-99.000","-99.000","20.200","","19.300",""
"C0V800","2020-04-10 05:00:00","256.000","0.000","0.000","19.000","0.920","986.800","","0.000","-99.000","-99.000","-99.000","20.800","","19.000",""
"C0R140","2020-04-10 05:00:00","740.000","0.000","0.100","16.800","0.870","936.700","","0.000","-99.000","-99.000","-99.000","17.000","","16.000",""
"C0K410","2020-04-10 05:00:00","20.000","47.000","2.400","18.200","0.820","1014.400","","0.000","-99.000","-99.000","-99.000","19.600","","18.000",""
"C0M860","2020-04-10 05:00:00","578.000","124.000","0.900","17.100","0.850","952.300","","-99.000","-99.000","-99.000","-99.000","18.500","","16.800",""
"C0F000","2020-04-10 05:00:00","273.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0W150","2020-04-10 05:00:00","42.000","0.000","0.200","17.100","0.640","1015.300","","0.000","-99.000","-99.000","-99.000","18.100","","16.900",""
"C0AH90","2020-04-10 05:00:00","660.000","0.000","0.000","13.100","0.990","947.900","","0.000","-99.000","-99.000","-99.000","13.200","","12.700",""
"C0F9K0","2020-04-10 05:00:00","30.000","35.000","0.800","17.000","0.840","1013.000","","0.000","-99.000","-99.000","-99.000","18.200","","17.000",""
"C0H990","2020-04-10 05:00:00","3076.000","247.000","3.500","2.500","0.490","706.800","","0.000","-99.000","-99.000","-99.000","2.800","","1.800",""
"C0V260","2020-04-10 05:00:00","126.000","59.000","1.200","19.200","0.960","1003.100","","0.000","-99.000","-99.000","-99.000","20.800","","18.900",""
"C0S970","2020-04-10 05:00:00","19.000","290.000","2.400","19.600","0.710","1016.400","","0.000","-99.000","-99.000","-99.000","21.300","","19.300",""
"C0U940","2020-04-10 05:00:00","25.000","251.000","1.500","17.000","0.770","1018.200","","0.000","-99.000","-99.000","-99.000","17.700","","16.600",""
"C0A860","2020-04-10 05:00:00","362.000","343.000","1.500","14.700","1.000","977.900","","0.000","-99.000","-99.000","-99.000","15.100","","14.200",""
"C0I480","2020-04-10 05:00:00","2165.000","0.000","0.000","6.100","0.970","791.000","","0.000","-99.000","-99.000","-99.000","7.100","","4.200",""
"C0G910","2020-04-10 05:00:00","42.000","353.000","1.200","17.600","0.920","1011.600","","0.000","-99.000","-99.000","-99.000","19.300","","17.600",""
"C0X080","2020-04-10 05:00:00","2.000","51.000","1.000","17.200","0.970","1017.200","","0.000","-99.000","-99.000","-99.000","18.000","","16.000",""
"C0AH00","2020-04-10 05:00:00","38.000","20.000","0.500","15.900","1.000","1015.000","","0.000","-99.000","-99.000","-99.000","16.700","","15.900",""
"C0V700","2020-04-10 05:00:00","24.000","271.000","0.700","22.700","0.780","1013.900","","0.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0AD00","2020-04-10 05:00:00","86.000","82.000","1.500","20.200","0.750","1009.600","","0.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0O900","2020-04-10 05:00:00","9.000","70.000","0.600","18.200","0.990","1016.900","","0.000","-99.000","-99.000","-99.000","19.300","","18.100",""
"C0R570","2020-04-10 05:00:00","37.000","352.000","0.900","21.500","0.890","1012.000","","0.000","-99.000","-99.000","-99.000","22.200","","21.300",""
"C0AG90","2020-04-10 05:00:00","25.000","0.000","0.200","19.300","0.810","1017.000","","0.000","-99.000","-99.000","-99.000","19.500","","19.300",""
"C0V760","2020-04-10 05:00:00","30.000","296.000","0.300","20.900","0.970","1014.400","","0.000","-99.000","-99.000","-99.000","21.300","","20.600",""
"C0T9I0","2020-04-10 05:00:00","152.000","211.000","1.300","17.200","0.790","1003.500","","0.000","-99.000","-99.000","-99.000","17.800","","17.100",""
"C0O980","2020-04-10 05:00:00","18.000","61.000","0.800","17.800","0.990","1016.800","","0.000","-99.000","-99.000","-99.000","18.900","","17.600",""
"C0R270","2020-04-10 05:00:00","51.000","3.000","1.600","21.400","1.000","1010.300","","0.000","-99.000","-99.000","-99.000","22.200","","21.400",""
"C0T9H0","2020-04-10 05:00:00","725.000","2.000","3.100","14.400","0.990","938.400","","0.000","-99.000","-99.000","-99.000","14.700","","14.000",""
"C0A660","2020-04-10 05:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2020-04-10 05:00:00","40.000","0.000","0.000","12.500","1.000","1015.000","","0.000","-99.000","-99.000","-99.000","14.200","","12.500",""
"C0O840","2020-04-10 05:00:00","134.000","46.000","0.600","18.000","1.000","1000.300","","0.000","-99.000","-99.000","-99.000","20.800","","17.400",""
"C0R530","2020-04-10 05:00:00","16.000","5.000","1.900","20.900","0.800","1015.600","","0.000","-99.000","-99.000","-99.000","22.500","","20.700",""
"C0G870","2020-04-10 05:00:00","12.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M820","2020-04-10 05:00:00","980.000","0.000","0.000","14.300","0.810","909.400","","0.000","-99.000","-99.000","-99.000","15.600","","14.300",""
"C0F9S0","2020-04-10 05:00:00","43.000","0.000","0.000","19.700","0.790","1012.900","","0.000","-99.000","-99.000","-99.000","20.600","","19.200",""
"C0R160","2020-04-10 05:00:00","45.000","0.000","0.200","20.000","0.990","1011.600","","0.000","-99.000","-99.000","-99.000","20.800","","19.800",""
"C0A950","2020-04-10 05:00:00","60.000","0.000","0.200","18.500","0.920","1013.200","","0.000","-99.000","-99.000","-99.000","20.500","","18.300",""
"C0F9L0","2020-04-10 05:00:00","253.000","0.000","0.000","16.900","0.930","988.000","","0.000","-99.000","-99.000","-99.000","19.600","","16.900",""
"C0R550","2020-04-10 05:00:00","38.000","27.000","2.300","20.300","0.940","1013.900","","0.000","-99.000","-99.000","-99.000","20.600","","19.500",""
"C0V530","2020-04-10 05:00:00","34.000","55.000","0.700","18.900","1.000","1013.400","","0.000","-99.000","-99.000","-99.000","20.300","","18.100",""
"C0AI10","2020-04-10 05:00:00","76.000","173.000","1.100","17.300","0.900","1009.800","","0.000","-99.000","-99.000","-99.000","17.600","","17.200",""
"C0F9U0","2020-04-10 05:00:00","74.000","219.000","1.000","19.900","0.810","1009.100","","0.000","-99.000","-99.000","-99.000","21.000","","19.600",""
"C0V680","2020-04-10 05:00:00","40.000","0.000","0.000","21.300","0.840","1012.700","","0.000","-99.000","-99.000","-99.000","21.800","","21.200",""
"C0Z290","2020-04-10 05:00:00","946.000","0.000","0.100","13.500","1.000","914.200","","0.000","-99.000","-99.000","-99.000","13.800","","13.300",""
"CM0120","2020-04-10 05:00:00","4.000","66.000","2.200","18.900","0.790","1017.000","","0.000","-99.000","-99.000","-99.000","20.600","","18.900",""
"C0G760","2020-04-10 05:00:00","53.000","0.000","0.000","17.400","0.990","1014.100","","0.000","-99.000","-99.000","-99.000","19.200","","17.400",""
"C0K450","2020-04-10 05:00:00","35.000","334.000","1.000","18.000","0.900","1012.900","","0.000","-99.000","-99.000","-99.000","19.800","","18.000",""
"C0E820","2020-04-10 05:00:00","220.000","186.000","0.900","15.000","0.950","992.800","","0.000","-99.000","-99.000","-99.000","15.000","","14.200",""
"C0A530","2020-04-10 05:00:00","300.000","32.000","1.300","13.800","0.990","985.200","","0.000","-99.000","-99.000","-99.000","13.900","","13.400",""
"C0M520","2020-04-10 05:00:00","15.000","100.000","1.300","16.900","0.910","1015.400","","0.000","-99.000","-99.000","-99.000","19.100","","16.900",""
"C0K240","2020-04-10 05:00:00","1132.000","303.000","0.900","14.400","0.990","895.500","","0.000","-99.000","-99.000","-99.000","15.900","","14.400",""
"C0V210","2020-04-10 05:00:00","734.000","0.000","0.000","13.600","0.900","936.800","","0.000","-99.000","-99.000","-99.000","17.200","","13.400",""
"C0Z320","2020-04-10 05:00:00","646.000","280.000","0.900","11.900","1.000","946.600","","0.000","-99.000","-99.000","-99.000","13.500","","11.800",""
"C0R600","2020-04-10 05:00:00","766.000","73.000","0.900","18.500","0.840","931.300","","0.000","-99.000","-99.000","-99.000","19.500","","18.000",""
"C0C650","2020-04-10 05:00:00","208.000","66.000","1.400","16.900","0.830","994.300","","0.000","-99.000","-99.000","-99.000","17.100","","16.700",""
"C0F9I0","2020-04-10 05:00:00","194.000","92.000","0.800","17.500","0.910","994.500","","0.000","-99.000","-99.000","-99.000","19.000","","16.800",""
"C0T820","2020-04-10 05:00:00","550.000","0.000","0.000","14.500","0.930","961.700","","0.000","-99.000","-99.000","-99.000","16.100","","14.500",""
"C0S890","2020-04-10 05:00:00","238.000","357.000","0.900","15.800","0.980","995.700","","0.000","-99.000","-99.000","-99.000","17.700","","15.100",""
"C0G840","2020-04-10 05:00:00","32.000","0.000","0.000","16.800","0.990","1013.300","","0.000","-99.000","-99.000","-99.000","18.200","","16.800",""
"C0V710","2020-04-10 05:00:00","34.000","0.000","0.000","23.000","0.770","1013.300","","0.000","-99.000","-99.000","-99.000","23.200","","22.500",""
"C0X140","2020-04-10 05:00:00","17.000","74.000","0.800","18.800","0.940","1015.500","","0.000","-99.000","-99.000","-99.000","20.400","","18.800",""
"C0C680","2020-04-10 05:00:00","228.000","99.000","3.500","17.900","0.750","990.800","","0.000","-99.000","-99.000","-99.000","17.900","","17.400",""
"C0D360","2020-04-10 05:00:00","523.000","0.000","0.000","15.100","0.910","957.100","","0.000","-99.000","-99.000","-99.000","15.200","","14.300",""
"C0C710","2020-04-10 05:00:00","143.000","171.000","0.500","15.000","0.990","1002.700","","0.000","-99.000","-99.000","-99.000","16.500","","15.000",""
"C0Z190","2020-04-10 05:00:00","62.000","307.000","2.500","20.100","0.750","1012.700","","0.000","-99.000","-99.000","-99.000","20.200","","18.600",""
"C0Z020","2020-04-10 05:00:00","211.000","355.000","1.200","15.600","0.990","995.100","","0.000","-99.000","-99.000","-99.000","16.900","","15.600",""
"C0I380","2020-04-10 05:00:00","258.000","0.000","0.000","18.600","0.860","987.300","","0.000","-99.000","-99.000","-99.000","20.000","","18.400",""
"C0D560","2020-04-10 05:00:00","147.000","39.000","1.100","16.900","0.800","1001.700","","0.000","-99.000","-99.000","-99.000","17.600","","16.500",""
"C0X130","2020-04-10 05:00:00","27.000","79.000","1.300","19.500","0.940","1013.900","","0.000","-99.000","-99.000","-99.000","20.400","","19.400",""
"C0A520","2020-04-10 05:00:00","48.000","49.000","2.300","19.500","0.760","1013.700","","0.000","-99.000","-99.000","-99.000","19.800","","19.300",""
"C0U870","2020-04-10 05:00:00","474.000","0.000","0.000","16.900","0.800","966.700","","0.000","-99.000","-99.000","-99.000","16.900","","16.000",""
"C0S690","2020-04-10 05:00:00","522.000","9.000","0.500","17.400","0.710","959.900","","0.000","-99.000","-99.000","-99.000","18.200","","16.900",""
"C0R150","2020-04-10 05:00:00","105.000","102.000","1.400","21.300","0.740","1004.100","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0K560","2020-04-10 05:00:00","117.000","119.000","0.400","18.200","0.940","1004.700","","0.000","-99.000","-99.000","-99.000","18.300","","17.800",""
"C0X100","2020-04-10 05:00:00","10.000","0.000","0.000","20.600","0.950","1014.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.100",""
"C0K460","2020-04-10 05:00:00","60.000","29.000","0.300","18.800","0.920","1009.800","","0.000","-99.000","-99.000","-99.000","19.900","","18.500",""
"C0M740","2020-04-10 05:00:00","15.000","58.000","0.400","17.900","0.880","1015.200","","0.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0SA10","2020-04-10 05:00:00","411.000","344.000","0.700","16.900","0.820","972.400","","0.000","-99.000","-99.000","-99.000","17.200","","16.100",""
"C0C660","2020-04-10 05:00:00","176.000","38.000","1.700","18.200","0.790","998.300","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0R620","2020-04-10 05:00:00","34.000","26.000","3.900","22.600","0.720","1014.500","","0.000","10.700","27.000","","23.400","","22.600",""
"C0R700","2020-04-10 05:00:00","19.000","44.000","2.800","23.200","0.520","1015.700","","0.000","-99.000","-99.000","-99.000","24.200","","23.200",""
"C0F0B0","2020-04-10 05:00:00","311.000","91.000","0.900","16.700","0.930","982.200","","0.000","-99.000","-99.000","-99.000","16.900","","16.200",""
"C0O970","2020-04-10 05:00:00","71.000","108.000","0.400","17.500","0.970","1009.400","","0.000","-99.000","-99.000","-99.000","18.000","","17.400",""
"C0F9P0","2020-04-10 05:00:00","26.000","32.000","2.800","17.700","0.860","1015.400","","0.000","-99.000","-99.000","-99.000","18.600","","17.700",""
"C0R560","2020-04-10 05:00:00","22.000","322.000","0.600","20.900","0.890","1015.500","","0.000","-99.000","-99.000","-99.000","22.300","","20.800",""
"C0X220","2020-04-10 05:00:00","26.000","59.000","0.900","18.000","0.860","1014.500","","0.000","-99.000","-99.000","-99.000","19.700","","18.000",""
"C0M680","2020-04-10 05:00:00","37.000","53.000","0.600","17.600","0.980","1014.900","","0.000","-99.000","-99.000","-99.000","19.600","","17.500",""
"C0S710","2020-04-10 05:00:00","382.000","3.000","1.600","15.800","0.900","977.000","","0.000","-99.000","-99.000","-99.000","16.700","","15.800",""
"C0F9T0","2020-04-10 05:00:00","111.000","49.000","0.800","19.200","0.810","1004.000","","0.000","-99.000","-99.000","-99.000","19.800","","19.200",""
"C0F9N0","2020-04-10 05:00:00","75.000","117.000","0.900","20.200","0.800","1008.700","","0.000","-99.000","-99.000","-99.000","20.600","","20.000",""
"C0G740","2020-04-10 05:00:00","24.000","39.000","1.200","17.900","0.860","1015.100","","0.000","-99.000","-99.000","-99.000","19.100","","17.900",""
"C0UA70","2020-04-10 05:00:00","547.000","97.000","2.200","15.800","0.990","958.100","","0.000","-99.000","-99.000","-99.000","16.000","","15.600",""
"C0AC60","2020-04-10 05:00:00","55.000","85.000","2.900","19.200","0.720","1012.300","","0.000","9.900","87.000","","19.500","","19.000",""
"C0R510","2020-04-10 05:00:00","31.000","47.000","0.800","22.000","0.840","1013.200","","0.000","-99.000","-99.000","-99.000","22.900","","21.600",""
"C0X060","2020-04-10 05:00:00","19.000","76.000","1.200","18.400","0.910","1017.100","","0.000","-99.000","-99.000","-99.000","18.500","","17.500",""
"C0E550","2020-04-10 05:00:00","84.000","0.000","0.100","14.200","1.000","1009.200","","0.000","-99.000","-99.000","-99.000","15.400","","14.100",""
"C0AI20","2020-04-10 05:00:00","25.000","118.000","3.000","18.900","0.740","1016.700","","0.000","-99.000","-99.000","-99.000","19.300","","18.800",""
"C0E740","2020-04-10 05:00:00","27.000","0.000","0.200","13.900","1.000","1009.200","","0.000","-99.000","-99.000","-99.000","15.600","","13.800",""
"C0R650","2020-04-10 05:00:00","29.000","0.000","0.000","21.100","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","21.900","","20.900",""
"C0S750","2020-04-10 05:00:00","2280.000","270.000","1.100","3.500","1.000","776.000","","0.500","-99.000","-99.000","-99.000","7.200","","3.500",""
"C0I370","2020-04-10 05:00:00","671.000","0.000","0.000","15.000","0.950","943.100","","0.000","-99.000","-99.000","-99.000","17.100","","14.900",""
"C0A560","2020-04-10 05:00:00","405.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X190","2020-04-10 05:00:00","10.000","13.000","1.200","19.500","0.900","1016.300","","0.000","-99.000","-99.000","-99.000","20.200","","19.500",""
"C0S950","2020-04-10 05:00:00","415.000","230.000","3.300","16.300","0.850","971.400","","0.000","-99.000","-99.000","-99.000","17.100","","16.100",""
"C0A880","2020-04-10 05:00:00","6.000","254.000","0.700","14.900","0.960","1018.100","","0.000","-99.000","-99.000","-99.000","15.300","","14.800",""
"C0I530","2020-04-10 05:00:00","3014.000","227.000","5.400","1.500","0.580","702.500","","-99.000","-99.000","-99.000","-99.000","1.700","","0.700",""
"C0M670","2020-04-10 05:00:00","43.000","0.000","0.000","18.400","0.900","1012.100","","0.000","-99.000","-99.000","-99.000","19.900","","18.400",""
"C0Z061","2020-04-10 05:00:00","174.000","0.000","0.000","16.300","0.990","1003.500","","0.000","-99.000","-99.000","-99.000","16.800","","16.100",""
"C0M730","2020-04-10 05:00:00","40.000","0.000","0.000","18.700","0.900","1012.200","","0.000","-99.000","-99.000","-99.000","20.100","","18.700",""
"C0U750","2020-04-10 05:00:00","398.000","180.000","2.600","17.500","0.860","973.600","","0.000","-99.000","-99.000","-99.000","17.800","","16.600",""
"C0A650","2020-04-10 05:00:00","287.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K400","2020-04-10 05:00:00","65.000","0.000","0.000","18.500","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","19.500","","18.400",""
"C0V400","2020-04-10 05:00:00","56.000","0.000","0.000","20.200","0.930","1010.600","","0.000","-99.000","-99.000","-99.000","20.500","","19.900",""
"C0UA40","2020-04-10 05:00:00","1121.000","26.000","2.400","11.200","0.990","894.800","","0.000","-99.000","-99.000","-99.000","11.700","","10.800",""
"C0G720","2020-04-10 05:00:00","50.000","49.000","0.900","17.900","0.870","1011.500","","0.000","-99.000","-99.000","-99.000","19.600","","17.900",""
"C0G890","2020-04-10 05:00:00","24.000","29.000","2.400","18.700","0.860","1014.500","","0.000","-99.000","-99.000","-99.000","19.300","","18.700",""
"C0I540","2020-04-10 05:00:00","3344.000","-99.000","-99.000","1.700","0.280","683.100","","-99.000","-99.000","-99.000","-99.000","1.700","","-0.400",""
"C0K390","2020-04-10 05:00:00","31.000","33.000","1.200","18.000","0.870","1014.100","","0.000","-99.000","-99.000","-99.000","19.500","","18.000",""
"C0T9A0","2020-04-10 05:00:00","498.000","0.000","0.000","15.700","0.960","963.500","","0.000","-99.000","-99.000","-99.000","16.200","","15.000",""
"C0AH40","2020-04-10 05:00:00","426.000","346.000","1.600","17.700","0.850","968.200","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0X280","2020-04-10 05:00:00","22.000","62.000","1.200","18.500","0.890","1015.300","","0.000","-99.000","-99.000","-99.000","19.800","","18.500",""
"C0V620","2020-04-10 05:00:00","18.000","4.000","0.800","20.200","0.990","1015.500","","0.000","-99.000","-99.000","-99.000","20.600","","19.900",""
"C0H960","2020-04-10 05:00:00","120.000","202.000","0.700","19.200","0.970","1002.300","","0.000","-99.000","-99.000","-99.000","20.400","","19.000",""
"C0M530","2020-04-10 05:00:00","1385.000","0.000","0.200","11.700","0.970","871.600","","0.000","-99.000","-99.000","-99.000","13.600","","11.700",""
"C0R170","2020-04-10 05:00:00","26.000","0.000","0.000","20.400","1.000","1014.800","","0.000","-99.000","-99.000","-99.000","21.500","","20.400",""
"C0I420","2020-04-10 05:00:00","305.000","0.000","0.000","16.800","0.940","983.100","","0.000","-99.000","-99.000","-99.000","18.300","","16.800",""
"C0A640","2020-04-10 05:00:00","241.000","0.000","0.000","15.900","0.910","993.900","","0.000","-99.000","-99.000","-99.000","16.000","","15.500",""
"C0A930","2020-04-10 05:00:00","216.000","0.000","0.100","15.900","0.950","993.300","","0.000","-99.000","-99.000","-99.000","17.400","","15.900",""
"C0F9M0","2020-04-10 05:00:00","230.000","0.000","0.000","18.400","0.810","990.900","","0.000","-99.000","-99.000","-99.000","18.900","","18.200",""
"C0AC40","2020-04-10 05:00:00","1079.000","201.000","2.200","11.000","0.990","897.300","","0.000","8.200","38.000","","11.200","","10.800",""
"C0T9M0","2020-04-10 05:00:00","92.000","324.000","1.800","18.800","0.790","1010.800","","0.000","-99.000","-99.000","-99.000","20.600","","18.800",""
"C0S960","2020-04-10 05:00:00","32.000","336.000","2.700","19.700","0.730","1015.200","","0.000","-99.000","-99.000","-99.000","21.400","","19.600",""
"C0K430","2020-04-10 05:00:00","30.000","30.000","2.000","17.800","0.950","1015.100","","0.000","-99.000","-99.000","-99.000","18.700","","17.600",""
"C0Z170","2020-04-10 05:00:00","199.000","0.000","0.000","16.900","0.970","999.000","","0.000","-99.000","-99.000","-99.000","17.600","","16.800",""
"C0Z100","2020-04-10 05:00:00","36.000","0.000","0.000","17.400","0.930","1017.600","","0.000","-99.000","-99.000","-99.000","17.900","","17.200",""
"C0U710","2020-04-10 05:00:00","1942.000","0.000","0.100","6.800","0.970","811.000","","0.000","-99.000","-99.000","-99.000","7.500","","6.800",""
"C0SA30","2020-04-10 05:00:00","92.000","321.000","1.400","19.900","0.690","1009.300","","0.000","-99.000","-99.000","-99.000","20.800","","18.700",""
"C0V500","2020-04-10 05:00:00","6.000","8.000","0.500","22.100","0.860","1015.300","","0.000","-99.000","-99.000","-99.000","22.800","","21.900",""
"CM0160","2020-04-10 05:00:00","159.000","0.000","0.200","17.900","0.890","1000.900","","0.000","-99.000","-99.000","-99.000","19.200","","17.900",""
"C0V350","2020-04-10 05:00:00","36.000","262.000","0.700","19.200","0.950","1014.600","","0.000","-99.000","-99.000","-99.000","19.900","","19.200",""
"C0R470","2020-04-10 05:00:00","103.000","31.000","0.800","21.300","0.770","1006.200","","0.000","-99.000","-99.000","-99.000","21.600","","21.200",""
"C0M770","2020-04-10 05:00:00","164.000","136.000","0.700","19.100","1.000","998.200","","0.000","-99.000","-99.000","-99.000","20.200","","18.500",""
"C0S930","2020-04-10 05:00:00","248.000","249.000","1.000","16.700","0.880","992.000","","0.000","-99.000","-99.000","-99.000","17.800","","16.000",""
"C0F9Y0","2020-04-10 05:00:00","3313.000","346.000","3.200","3.200","0.120","686.700","","0.000","-99.000","-99.000","-99.000","5.400","","2.100",""
"C0E790","2020-04-10 05:00:00","344.000","138.000","0.700","17.300","1.000","977.900","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0O810","2020-04-10 05:00:00","161.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R520","2020-04-10 05:00:00","18.000","28.000","0.800","21.200","0.950","1015.700","","0.000","-99.000","-99.000","-99.000","22.400","","21.200",""
"C0G880","2020-04-10 05:00:00","92.000","0.000","0.000","18.600","0.900","1006.900","","0.000","-99.000","-99.000","-99.000","19.200","","18.600",""
"C0R260","2020-04-10 05:00:00","76.000","0.000","0.100","20.100","0.740","1008.500","","0.000","-99.000","-99.000","-99.000","23.800","","20.000",""
"C0U950","2020-04-10 05:00:00","1012.000","94.000","7.000","12.600","1.000","907.500","","0.000","-99.000","-99.000","-99.000","12.800","","12.100",""
"C0O860","2020-04-10 05:00:00","38.000","0.000","0.000","18.800","0.990","1012.600","","0.000","-99.000","-99.000","-99.000","19.500","","18.400",""
"C0R320","2020-04-10 05:00:00","7.000","61.000","7.300","22.500","0.610","1016.700","","0.000","13.500","69.000","","22.600","","22.100",""
"C0S980","2020-04-10 05:00:00","901.000","299.000","1.600","14.900","0.800","918.200","","0.000","-99.000","-99.000","-99.000","15.000","","13.800",""
"C0X110","2020-04-10 05:00:00","20.000","0.000","0.200","20.700","0.940","1015.600","","0.000","-99.000","-99.000","-99.000","21.400","","20.500",""
"C0V310","2020-04-10 05:00:00","46.000","260.000","0.300","19.800","0.970","1011.400","","0.000","-99.000","-99.000","-99.000","21.200","","19.800",""
"C0G620","2020-04-10 05:00:00","110.000","262.000","1.200","17.800","0.990","1004.400","","0.000","-99.000","-99.000","-99.000","17.800","","17.400",""
"C0AD50","2020-04-10 05:00:00","84.000","85.000","4.800","20.000","0.870","1009.200","","0.000","11.000","68.000","","20.000","","19.700",""
"C0A9A0","2020-04-10 05:00:00","24.000","101.000","3.200","17.400","0.910","1016.800","","0.000","-99.000","-99.000","-99.000","18.700","","17.300",""
"C0O830","2020-04-10 05:00:00","127.000","116.000","0.800","18.400","0.990","1003.300","","0.000","-99.000","-99.000","-99.000","20.200","","18.100",""
"C0S760","2020-04-10 05:00:00","1621.000","0.000","0.100","9.700","1.000","842.900","","0.000","-99.000","-99.000","-99.000","9.800","","8.500",""
"C0X160","2020-04-10 05:00:00","26.000","36.000","0.800","20.000","1.000","1014.200","","0.000","-99.000","-99.000","-99.000","21.200","","20.000",""
"C0C490","2020-04-10 05:00:00","157.000","111.000","0.800","18.600","0.770","1000.200","","0.000","-99.000","-99.000","-99.000","18.900","","18.400",""
"C0F970","2020-04-10 05:00:00","145.000","108.000","1.000","18.400","0.790","1000.000","","0.000","-99.000","-99.000","-99.000","19.300","","18.300",""
"C0R440","2020-04-10 05:00:00","1679.000","49.000","2.700","10.200","0.980","837.700","","0.000","-99.000","-99.000","-99.000","10.300","","9.500",""
"C0M690","2020-04-10 05:00:00","33.000","97.000","0.400","17.800","0.970","1013.000","","0.000","-99.000","-99.000","-99.000","19.200","","17.800",""
"C0V690","2020-04-10 05:00:00","30.000","1.000","0.900","22.900","0.820","1014.500","","0.000","-99.000","-99.000","-99.000","23.000","","22.000",""
"C0Z210","2020-04-10 05:00:00","126.000","67.000","0.500","15.400","0.990","1007.100","","0.000","-99.000","-99.000","-99.000","16.900","","15.300",""
"C0U770","2020-04-10 05:00:00","5.000","317.000","5.200","18.000","0.720","1020.000","","0.000","-99.000","-99.000","-99.000","19.100","","17.500",""
"C0Z080","2020-04-10 05:00:00","298.000","0.000","0.000","15.600","0.850","985.600","","0.000","-99.000","-99.000","-99.000","16.800","","15.200",""
"C0G640","2020-04-10 05:00:00","17.000","0.000","0.100","17.100","0.890","1018.200","","0.000","-99.000","-99.000","-99.000","17.600","","16.900",""
"C0X200","2020-04-10 05:00:00","61.000","0.000","0.000","17.100","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","18.500","","17.100",""
"C0U900","2020-04-10 05:00:00","63.000","223.000","3.700","17.600","0.780","1014.100","","0.000","-99.000","-99.000","-99.000","18.800","","17.500",""
"C0Z230","2020-04-10 05:00:00","31.000","308.000","9.100","18.000","0.600","1017.300","","0.000","-99.000","-99.000","-99.000","19.300","","17.800",""
"C0C540","2020-04-10 05:00:00","46.000","53.000","1.400","18.300","0.760","1013.500","","0.000","-99.000","-99.000","-99.000","19.400","","17.900",""
